"incident_id","incident.year","incident.month","data_total","victim.name","reference","summary","data_variety","pattern","industry","victim.country","visible","canLoad"
"05E8DB48-D7D4-4118-9880-B6749D7507B3",2013,1,42000000,"Cupid Media","http://krebsonsecurity.com/2013/11/cupid-media-hack-exposed-42m-passwords/","An intrusion at online dating service Cupid Media earlier this year exposed more than 42 million consumer records, including names, email addresses, unencrypted passwords and birthdays, according to information obtained by KrebsOnSecurity.  The data stolen from Southport, Australia-based niche dating service Cupid Media was found on the same server where hackers had amassed tens of millions of records stolen from Adobe, PR Newswire and the National White Collar Crime Center (NW3C), among others.  The purloined database contains more than 42 million entries in the format shown in the redacted image below. I reached out to Cupid Media on Nov. 8. Six days later, I heard back from Andrew Bolton, the companys managing director. Bolton said the information appears to be related to a breach that occurred in January 2013.  In January we detected suspicious activity on our network and based upon the information that we had available at the time, we took what we believed to be appropriate actions to notify affected customers and reset passwords for a particular group of user accounts, Bolton said. We are currently in the process of double-checking that all affected accounts have had their passwords reset and have received an email notification.","Credentials,Personal","Other","Other Services","AU","TRUE","NULL"
"080E98BA-AABC-4B35-9788-BCF665C4271D",2014,2,400000,"Sutherland Global Services","http://www.4medapproved.com/hitsecurity/l-business-associate-causes-hipaa-breach-165000-health-records/","Actor broke into victim office and stole 8 laptops which contained unencrypted medical data that the victim was processing for several partner organizations","Medical","TheftLoss","Administrative","US","TRUE","NULL"
"0823A858-14D6-44A8-9ADD-3BEBAB603F10",2012,1,1000000,"Grindr LLC","http://securitywatch.pcmag.com/security/293112-grindr-hack-leaves-hundreds-of-thousands-exposed","The hacker reportedly spoofed several accounts in Sydney, sending messages and changing profile pics to explicit images without the real user's knowledge. The hacker had apparently cracked the token used to communicate between smartphones and learned that this same hash can be used to access Grindr's database.","Personal","Other","Professional","US","TRUE","NULL"
"083B0243-EDB8-49AA-B3D0-C6C0E88CE7C8",2009,10,1023209,"BlueCross BlueShield of Tennessee, Inc.","http://www.knoxnews.com/news/2009/nov/24/stolen-bluecross-hard-drives-lead-credit-watch/","68 hard drives stolen from locked closet at victim location","Personal","TheftLoss","Finance","US","TRUE","NULL"
"08BB91E9-69B8-426E-98CF-19F5537718F4",2011,1,2150000,"Telecomm","http://www.databreaches.net/telecom-database-accessed-by-employees-of-power-marketing-ltd/","A major security breach has revealed personal details of every Telecom customer - and a commercial rival is implicated.  The Herald on Sunday accessed the Telecom database using login details supplied by sales staff working for rival telco Slingshot. It gave us names, addresses and billing details for every Telecom customer.  The discovery has dismayed the Privacy Commissioner Marie Shroff, who yesterday announced she would investigate.  The Herald on Sunday has spoken to five former staff of Slingshot's sales contractor, Power Marketing Limited, who say staff accessed Telecom customer details as part of their sales business. All five said they knew they were not allowed to, but it was common practice. They accessed the Telecom database, known as Wireline, from a computer in the Power Marketing offices in Newmarket, Auckland.  One former staff member said that the database, which contains an estimated 2.15 million names, gave sales staff the ability to know exactly what Telecom plans the customer was signed up to, how much was paid for the plan and whether they were tied to a contract.  It did not allow them to see customer credit card details or what numbers anyone had called. But the informant said it put Telecom customers at a disadvantage because sales staff knew their account details better than they did and customers might gain the mistaken impression they were talking to Telecom staff.  Slingshot, New Zealand's fastest growing telco, surged in popularity after it hired telemarketing company Power Marketing to cold-call potential customers. The company has previously said its sales staff brought in 160,000 new customers for Slingshot in just two years.  Telecom retail chief executive Alan Gourdie yesterday would not rule out going to the police over the security breach.  ""We're just outraged. This is our customer data - potentially fraudulently used. We will pursue this to all remedies that are available.""  He said the account details provided by the Herald on Sunday had been traced to a legitimate account used by a Telecom dealer to carry out its business. He said the inquiry had yet to discover how the account - now closed - had wound up with Power Marketing Limited.  ""When it falls into the wrong hands it can be used for commercial advantage, which is what seems to have happened. They have no rights of access to that information for whatever purpose. It is outrageous.""  Gourdie said sales tactics employed by Slingshot were under investigation by the Commerce Commission.  He said the complaint was laid by Telecom after large numbers of people complained about being signed up to deals they didn't understand - a practice known as ""slamming"".  Power Marketing Limited owner Paul Ross yesterday said: ""We use Wireline from time to time."" When asked if it was used for sales, he denied it then disconnected the call.  CallPlus chief executive Mark Callander - who oversees Slingshot - said he had quizzed Ross about Wireline and was yet to find out how the company had gained access to it. He said he had arranged to meet Ross today but said Power Marketing Limited was highly unlikely to have the right to access Telecom's customer information through Wireline. However, he said he had an assurance from Ross it was not used for sales.  ""If that is not the case there will be severe ramifications.""  He said his inquiries suggested the actions were carried out by sales staff without management knowing.  ""I'm certainly not comfortable with the activities that have been described.""","Credentials,Personal","Espionage","Information","NZ","TRUE","NULL"
"09DA8327-D52A-4DF3-B42B-2F0930F02976",2010,2,1023209,"Blue Cross and Blue Shield of Tennessee",NA,NA,"Medical","TheftLoss","Finance","US","TRUE","NA"
"0AA6AD6A-7EB2-4BB5-B9A1-319F0C00B3F9",2013,4,5500000,"Linode","https://blog.linode.com/2013/04/16/security-incident-update/","Hackers exploited an Adobe vulnerability and used it to access Linode Manager web servers.  One of Linode's web servers, parts of their source code, and their database were accessed.  No other components of the Linode infrastructure were accessed by the hackers.  Encrypted customer credit card numbers and passwords were obtained.  The group HTP claimed responsibility for the hack. ","Payment,Personal","Webapp","Information","US","TRUE","NULL"
"0AE928DD-4233-4233-BAC2-5C651C13BC97",2010,4,207000,"Serco Inc.","http://krebsonsecurity.com/2010/05/stolen-laptop-exposes-personal-data-on-207000-army-reservists/","Article on ACA contractors deferenced prior breaches. This entry is modeling a 2010 incident involving Serco Inc. and a lost laptop.","Personal","TheftLoss","Professional","US","TRUE","NULL"
"0C4C2923-7E1A-46DB-8DAC-AEB54A4A3018",2006,8,2500000,"COUNTRYWIDE HOME LOANS, INC.","http://articles.latimes.com/2008/aug/02/business/fi-arrest2","Insider misuses access to customer database and sells customer information for personal financial gain.","Personal","Misuse","Finance","US","TRUE","NULL"
"0C61E63E-E02E-4A58-BC86-19E8F3577A18",2008,7,370000,"HSBC","http://blog.annualcreditreport.co.uk/tagged/data-loss","A computer disc containing the personal and financial details of 370,000 HSBC Life Insurance customers has been lost  The data breach included dates of birth and value of the cover and policy numbers of HSBC Life Insurance customers.  The unencrypted computer disc was sent by normal post from HSBC Life Insurance’s premises in Southampton.  The data on the disc was only password protected and was only sent via courier due to HSBC Life Insurance’s electronic link to its reinsurance firm in Folkestone not working.","Personal","TheftLoss","Management","GB","TRUE","NULL"
"0C6D8130-A1C0-407A-99C3-939126346DC7",2011,6,1000000,"Sony Pictures Entertainment Inc.","http://mashable.com/2011/06/02/sony-pictures-hacked/","Hackers compromise website and steal customer data for 1 million users.","Credentials,Personal","Webapp","Information","US","TRUE","NULL"
"0CF4EE2C-8950-44DF-8896-B961AEA061FF",2013,9,850000,"CorporateCarOnline.com","http://krebsonsecurity.com/2013/11/hackers-take-limo-service-firm-for-a-ride/","Unknown everything other than data found on a server with 850k payment cards and personal information.","Payment,Personal","Other","Transportation","US","TRUE","NULL"
"0D469ACA-C0D5-4FF2-AE95-9F91D2BD4F0D",2009,4,1000000,"Oklahoma Department of Human Services","http://www.scmagazine.com/unencrypted-laptop-with-1-million-ssns-stolen-from-state/article/131333/","The Oklahoma Department of Human Services (DHS) is notifying more than one million state residents that their personal data was stored on an unencrypted laptop that was stolen from an agency employee. The computer file contained the names, Social Security numbers, birth dates and home addresses of Oklahoma's Human Services' clients receiving benefits from programs such as Medicaid, child care assistance, nutrition aid and disability benefits, the agency announced Thursday. The computer, which was stolen when a thief broke into the car April 3 after the employee stopped on her way home from work, was password protected, and officials do not believe the burglar realized what he or she was stealing. Therefore, the risk of the data being accessed is minimal, according to the agency.","Personal","TheftLoss","Public","US","TRUE","NULL"
"0D83B7CE-01C6-4EED-96F8-49AE12532696",2012,2,315000,"Emory HealthCare","http://www.nbcnews.com/id/47120697/#.UVBP0oVLGws","Backup tapes discovered missing from storage location. Data resident on tapes included SSN and medical information on 315K patients. ","Medical,Personal","TheftLoss","Healthcare","US","TRUE","NULL"
"0DF5FC98-ADDB-48BF-8104-D20188692336",2012,8,9699901,"South Carolina Department of Revenue","http://openchannel.nbcnews.com/_news/2012/11/20/15313720-one-email-exposes-millions-of-people-to-data-theft-in-south-carolina-cyberattack?lite","A single malicious email sent to workers at the South Carolina  Department of Revenue last August enabled an international hacker to crack into state computers and gain access to 3.8 million tax returns, including Social Security numbers and bank account information, in what experts say is the biggest cyber-attack ever against a state government, according to details in a report released Tuesday.  According to the Mandiant report, the cyberattack, which state sources say is believed to have originated inside Russia, started with a “phishing” scheme, a common tactic used by cyber criminals.   Last Aug. 13, a hacker sent multiple South Carolina Department of Revenue  employees a malicious email containing an embedded link containing malware or a computer virus. When at least one of the employees clicked on the link, the malware was activated and allowed the hacker to steal the employee’s user name and password.  From there, the hacker was off to the races. Two weeks later, the attacker logged onto the remote-access service for Department of Revenue computers, using the credentials of an employee who had clicked on the Aug. 13 email. The invader then “leveraged the user’s access rights to access other Department of Revenue systems and databases with the user’s credentials,” the report states.","Bank,Credentials,Personal","Crimeware","Public","US","TRUE","NULL"
"101278F2-8031-49FC-ABF9-0918E861F9B9",2012,11,583000,"Canada Human Resources and Skills Development","http://truomega.ca/2013/01/31/hrsdc-faces-criticism-for-handling-of-student-loan-privacy-breach/","Those affected by the student loan privacy breach announced on Jan. 11 are organizing and demanding government accountability. Student loan borrowers affected by the hrsdc privacy breach, a Facebook group of 2,459 borrowers (as of 12:27 a.m. PST on Jan. 31), has organized with more than 250 signing a letter released on Monday, Jan. 28. The letter expresses concerns over Human Resources and Skills Development Canadas (HRSDC) latest solution to the breach, an offer of a free fraud alert flag provided by credit bureau Equifax, something HRSDC said normally costs $5. What HRSDC purchased from Equifax was a unique solution that was designed specifically for this particular incident, said Alyson Queen, HRSDC communications director. Its not the free service. This is added for six years. Were currently trying to work with other authorized financial institutions, Queen said. On Jan. 23, two days before HRSDC began offering fraud alerts through Equifax, Canadas other national credit bureau, TransUnion, began charging $5 to enable fraud alerts. Both bureaus offer credit monitoring services starting at $14.95 per month. I cant afford the $30 to $40 per month in fees for credit monitoring packages from both bureaus, UBC grad Nick Hall said. Those affected should not be out of pocket for the way the government has mishandled their information. Amanda Thoy started the Facebook group on Jan. 12, hoping to provide a forum for those affected to voice concerns. The group grew quickly and Thoy struggled to keep up with membership demand. My husband logged into the group via our laptop and I accepted requests via my iPhone, she said. We have now become more of an awareness group speaking out against HRSDC, Thoy said, asserting the departments dealings with the public had not been honest. Many Canadians are still not aware this breach has happened. Wende Donaldson, a 2001 graduate of ICT Kikkawa College in Toronto, paid the $5 fraud alert fee to Equifax before HRSDCs announcement. Now shes attempting to be reimbursed. Its the principle, she said. Someone needs to be held accountable for this. Donaldson waited 76 hours for a supervisor to call. She was told shed receive a call within 24 to 48 hours. When the supervisor finally contacted her, there was nothing he could do. By then, Donaldson said she was angry and asked the supervisor, How would you feel if this was your information out there? Many borrowers are still awaiting promised correspondence from HRSDC containing information on credit protection services offered and further information about what to do next. When one Facebook group member asked the group if anyone had received a letter, not one of the 70 respondents had. The letters are going out for everyone for whom we have current contact information, Queen said. The department stopped sending letters for a short period of time, just so that any future letters that were being sent would have information on the credit protection. The department is missing current contact information for one-third of those affected, according to Queen. Meanwhile, the federal government is facing four class-action lawsuits. Bob Buckingham Law in St. Johns, N.L. is among the firms filing. The government has 30 days to file a defence to my action and we have 90 days to file the motion to certify, Buckingham said. I hope to be quicker than that. On Nov. 5, 2012, an HRSDC employee discovered a hard drive containing the personal information of 583,000 student loan borrowers was missing. The public was notified 67 days later. The information was compiled for the purposes of a customer satisfaction survey, Queen said. There are now going to be disciplinary measures in place if employees do not follow protocol, Queen said, but could not comment on disciplinary measures over this incident. The hard drive is still deemed missing, but at this point in HRSDCs investigation, Queen reaffirmed theres no reason to believe any fraudulent activity has occurred. HRSDC is asking students to contact them to learn if theyre affected or to arrange credit protection services. Students can call 1-866-885-1866 from within North America or 1-416-572-1113 from outside.","Personal","TheftLoss","Public","CA","TRUE","NULL"
"104CE2CF-D39D-41EB-B073-24393FFE9E85",2006,5,3996789,"KDDI Corp","http://www.computerworld.com/s/article/9001150/KDDI_suffers_massive_data_breach","Personal data on almost 4 million customers of Japanese telecom carrier KDDI Corp. has been breached, the company said Tuesday.  The data includes the name, address and telephone number of 3,996,789 people who had applied for accounts with KDDI's Dion Internet provider service up to Dec. 18, 2003, KDDI said. Additionally the gender, birthday and e-mail addresses of some of the people was also leaked.  KDDI is Japan's second-largest telecommunications carrier. It operates fixed-line, dial-up Internet, broadband and cellular services through a number of different companies.  The carrier became aware of the leak on May 31 this year when it received a phone call from someone claiming to possess a CD-ROM of the data, said Yoko Watanabe, a spokeswoman for the Tokyo-based carrier. The original source of the data has yet to be determined and Watanabe declined to comment on other aspects of the case, which is being investigated by the police, she said.  The leak is just the latest of several to hit the headlines in Japan this year. Personal information has been leaked by companies a number of times onto the Internet through viruses that infect PCs running file sharing programs. While the source of the data lost by KDDI is not yet clear, the episode is likely to increase fears of identity theft and other fraud in Japan.  In recent years the number of frauds committed against consumers using such information has been on the rise. Armed with the name and address or telephone number of a consumer, fraudsters can send out bills or make calls demanding payment for services that were never delivered. The slick frauds often dupe consumers into sending money before they realize they have been tricked.","Personal","Other","Information","JP","TRUE","NULL"
"108239ED-F224-44FF-B7C1-FC0A2FE79E82",2013,2,110000,"Central Hudson Gas & Electric","https://www.privacyrights.org/node/55972","Central Hudson learned of a cyber attack that occurred over President's Day weekend.  Customers were notified the day after the holiday and encouraged to monitor their bank accounts and credit reports.  Customer banking information and other personal information may have been accessed during the attack.","Bank,Personal","Other","Utilities","US","TRUE","NULL"
"10B0C36C-C3BF-48E7-BA4D-E95E97633AB3",2011,12,40000000,"Tianya.cn","http://news.softpedia.com/news/40-Million-Tianya-Members-Exposed-After-Data-Breach-243215.shtml","Tianya.cn, one of the largest Chinese social networking websites, suffered a data breach as a result of which 40 million users became exposed.","Personal","Other","Information","CN","TRUE","SAMEORIGIN"
"10D119F7-A282-4724-A5D5-D14CB7B07157",2014,6,650000,"Domino's Pizza Inc","http://www.myce.com/news/hackers-compromise-personal-data-of-600000-dominos-pizza-customers-71814/","Hackers have reportedly stolen data of more than 600,000 Dominos Pizza customers. A group of hackers demand  30,000 before next Monday or they will make captured data public. The hacker group goes by the name Rex Mundi and claims to have hacked the websites of Dominos Pizza in France and Belgium. Theyve announced their hack in a Tweet and disclosed further details in an anonymous text file.  In the statement they write, We downloaded over 592,000 customer records (including passwords) from French customers and over 58,000 records from Belgian ones. Thats over six hundred thousand records, which include the customers full names, addresses, phone numbers, email addresses, passwords and delivery instructions. (Oh, and their favorite pizza topping as well, because why not).The group demands 30,000 to not disclose the information and to reinforce the threat they already posted samples of the stolen data. According to the hackers theyve contacted Dominos Pizza but the company has not responded to their demands so far.  A Belgian newspaper reports the company has contacted all affected customers and argues no credit card information has been compromised.Dominos Pizza has filed a complaint, but, according to the Belgian newspaper does not want to give in to extortion. This likely means that Rex Mundi will disclose the customers data next Monday.","Credentials,Personal","Other","Accomodation","US","TRUE","NULL"
"11E3CB4F-B6AF-4D26-8A5D-0F04D7CE7FE8",2006,3,1600000,"Mobile Telesystems OJSC","http://www.databreaches.net/ru-more-than-1-6-million-mobile-telesystems-phone-subscribers-learn-their-details-leaked-online/","The Vedomosti newspaper has reported that more than 1 million of mobile provider MTS users have had their personal data published on the Zhiltsy.net website.","Personal","Other","Information","RU","TRUE","NULL"
"138A8E69-1162-4393-B924-BD5E22164F17",2007,1,11000000,"Nationwide Building Society","http://news.bbc.co.uk/2/hi/business/6360715.stm","The Nationwide Building Society has been fined 980,000 by the City watchdog over security breaches.  The fine follows the theft of a laptop from a Nationwide employee's home which contained confidential customer data.  The Financial Services Authority (FSA) found security was not up to scratch after the man had put details of nearly 11 million customers on his computer.  The FSA also found that the Nationwide did not start an investigation until three weeks after the theft occurred. ","Personal","TheftLoss","Finance","GB","TRUE","NULL"
"13E7BC72-E278-48D1-8814-A0F9BBEB88FC",2014,10,130000,"Community Health Center, Inc","","This is a bit hard to understand what's going on. The hospital alleges that a former IT director kept a hard drive with patient info as retribution. The IT director alleges that he dropped the hard drive off to the org and it was sent to him in his personal effects after termination. The only thing we really know is that he wasn't supposed to have it and he did, which is at least a loss of possession/control.","Medical","Misuse","Healthcare","US","TRUE","NA"
"150BDB40-17CE-4C42-A06C-C61DFF51DD52",2011,4,14000000,"Ashampoo","http://www.itnews.com.au/News/255273","German software developer Ashampoo has informed its 14 million customers that hackers gained access to its customer database in an embarrassing security breach.  The breach stings particularly for Ashampoo because it offers security software as part of its product portfolio.  Ashampoo chief executive Rolf Hilchner emailed customers and posted a message on the software vendors website after discovering that hackers had gained access to one of its servers.  Like many other companies, we are targeted by organisations of hackers that try to break into IT systems in order to steal data, he said. Unfortunately, one of our security systems fell victim to such an attack recently. An unauthorised access to one of our servers took place.  The company said billing information - including credit card and banking details  had not been compromised in the attack, as that data was stored on a separate system.  Hilchner nonetheless warned that hackers might attempt to use the customer information for financial gain. It could be combined with vulnerabilities in mail server systems of other companies, he said, in order to send alleged order confirmations in their name.  He cited a recent example of online retailer PurelyGadgets, which announced on Facebook that its servers were used to send bogus confirmations of orders. Hilchner said the emails contain a manipulated PDF document as an attachment that could be used to load malicious code upon execution.  Generally it is always important that you stay suspicious of unknown senders and that you do not respond to requests that tell you to open attachments, Hilchner said.  He advised customers not to open an attachment and delete any email that claimed to be a confirmation of an order from a company the customer cannot recall purchasing from.","Personal","Other","Information","DE","TRUE","NULL"
"16CCB166-E40A-4203-8431-246893E53654",2013,4,2490000,"Maricopa Community Colleges","http://www.azcentral.com/community/phoenix/articles/20131127arizona-college-students-data-breach.html?nclick_check=1","The Maricopa County Community College District waited seven months to notify 2.4 million current and former students and employees that their academic or personal data were compromised in an April security breach.  The districts governing board has already approved several million dollars for repairs, which are still being made, and on Tuesday agreed to spend up to $7 million more to notify everyone who is potentially affected, spokesman Tom Gariepy said Wednesday.  Letters will be sent to current and former students, employees and vendors of the districts 10 colleges going back at least several years to alert them that their information could have been seen, Gariepy said.  Among the vulnerable data were employees Social Security numbers, drivers-license numbers and bank-account information, he said.  Students academic information also may have been exposed, but not their personal information.  There is no evidence that any information actually was looked at or stolen, Gariepy said.  A company has been hired to handle questions and assist people who may have been affected.  The FBI notified the district on April 29 that it found a website advertising personal data from the districts information-technology system for sale, Gariepy said. The districts website was taken down that day and stayed down for several days before being restored in stages.  Gariepy said the district didnt release information about the event at the time because it was investigating the extent of the exposure.  There was a tremendous amount of data, and the forensics investigation around this was very complex, he said. They had to look at a number of different systems and servers and databases.  It would have been nice to say something earlier, but we couldnt give anyone information until we could say it with certainty, even if its not conclusive.  At the same time, the district was repairing its information-technology system and didnt want to publicize that it could be vulnerable, he said.  Gariepy said the district has installed more firewalls and security procedures. He also said some employees in the information-technology department face disciplinary action.  He would not elaborate.  We started immediate steps to make the system secure, and its become progressively more secure as time has gone on, he said.","Personal","Other","Educational","US","TRUE","NULL"
"16EA1E32-3C6C-42EC-8412-1C0BCA2F549E",2013,5,43805465,"Department of Health Professions","http://www.informationweek.com/attacks/virginia-health-data-potentially-held-hostage/d/d-id/1079193?","An extortion demand posted on WikiLeaks seeks $10 million to return more than 8 million patient records and 35 million prescriptions allegedly stolen from Virginia Department of Health Professions.  The note reads: ""ATTENTION VIRGINIA I have your sh**! In *my* possession, right now, are 8,257,378 patient records and a total of 35,548,087 prescriptions. Also, I made an encrypted backup and deleted the original. Unfortunately for Virginia, their backups seem to have gone missing, too. Uhoh :(""  The note goes on to demand $10 million within seven days, presumably from the time the data was apparently seized on April 30, in exchange for the key to decrypt the encrypted backup.  ""If by the end of 7 days, you decide not to pony up, I'll go ahead and put this baby out on the market and accept the highest bid,"" the note says.  It's not immediately clear whether this note is genuine. The Virginia DHP hasn't responded to repeated calls and e-mail messages seeking comment.  However, a notice posted on the DHP Web site on Monday morning acknowledged that the site ""is currently experiencing technical difficulties which affect computer and e-mail systems.""  A spokesperson for the Virginia Attorney General's Office said the agency could neither confirm nor deny any knowledge of an extortion demand.  A note sent to the Yahoo Mail address listed in the ransom demand also has gone unanswered.  Extortion demands of this sort have become relatively common in data breach cases. Last October, for instance, Express Scripts, a prescription drug management company based in St. Louis, received a letter that threatened the release of millions of patient records. A month earlier, a man from Solana Beach, Calif., was arrested for allegedly hacking into a Maserati dealership Web site, accessing customer data, and then threatening to release the information unless the company paid him.  The attack technique -- capturing data, encrypting it, then selling access to the former owner -- has become popular enough to earn its own name: cryptoviral extortion.  ","Medical","Other","Public","US","TRUE","SAMEORIGIN"
"17BFB349-AEC9-4C85-9DCF-9BD3F1835CFB",2008,1,1000000,"Mercenat","http://news.hitb.org/content/hackers-hit-swedish-student-discount-card-sites","Over the weekend hackers penetrated two websites featuring discount programs for university students in Sweden. The hackers could have accessed information on nearly one million students through the Mercenat-card and CSN-card sites.  What information they actually accessed remains unclear.  In messages left on the homepages, the hackers wrote that they carried out the attack simply to demonstrate the sites weak security. They added that they didnt intend to use any of the information they had accessed. ","Unknown","Other","Finance","SE","TRUE","NULL"
"18C1C9DB-2627-447B-A20C-55021EC5DAC1",2008,3,30000000,"Commidea Ltd","http://krebsonsecurity.com/tag/commidea-ltd/","Payment processor victim of organized criminal group 2008 spree. 30 million payment card records were disclosed.","Payment","Other","Professional","GB","TRUE","NULL"
"18DF47BA-2F55-4E20-BEF2-287EBB6B89F6",2013,7,4000000,"Advocate Medical Group","http://www.dailyherald.com/article/20130823/news/708239619/","Four computers containing personal data for some 4 million Advocate Medical Group patients were stolen last month from one of the company's Park Ridge administrative offices, hospital officials announced Friday.","Personal","TheftLoss","Healthcare","US","TRUE","NULL"
"1AB2D4FC-02CC-4640-A88D-75CE1D4AD285",2011,12,30000000,"Plentyoffish Media Inc.","http://krebsonsecurity.com/2011/01/plentyoffish-com-hacked-blames-messenger/","Hackers have breached the database of online dating site PlentyOfFish.com, exposing the personal and password information on nearly 30 million users. In response, the companys founder has implied that the editor of KrebsOnSecurity.com was involved in an elaborate extortion plot.","Credentials,Personal","Other","Other Services","CA","TRUE","NULL"
"1B0D15CA-D0FB-4919-82A7-4D3630E1DF4D",2005,5,94000000,"TJX Cos Inc","http://www.zdnet.com/wi-fi-hack-caused-tk-maxx-security-breach-3039286991/","Hackers who stole 45 million customer records from the parent company of TK Maxx did so by breaking into the retail company's wireless LAN , it emerged on Monday.","Payment","Other","Retail","US","TRUE","NULL"
